Product Name,Current Price,Old Price,Discount,Rating,Image URL,Mall Store
IPhone 12 Mini Case Soft Heart Phone Back Cover,KSh 292,KSh 730,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For OPPO R9 / F1 Plus Battery Back Cover(Gold),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Smart Watch Wireless Bluetooth Headset Set-white,KSh 820,"KSh 1,000",18%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
512MB/1GB/16GB/64GB Memory Card,KSh 799 - KSh 999,"KSh 1,296 - KSh 1,750",43%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
9H Tempered GlFor UMIDIGI A3S X Z2 One A3 S3 A5 Pro F1 PLAY  For UMI F1 F2 One Max Power 3 -2PCS,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
10 PCS Back Camera Lens for Motorola Moto G5S Plus,KSh 40,KSh 99,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Redmi Band Strap Silicone Smart Bracelet,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Selfie Ring Light Portable Clip-on LED Adjustable Brightness Ring Light,KSh 752,"KSh 1,490",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
9D Tempered Glfor Samsung Galaxy S20 S21 FE 5G Full  Film For Galaxy S20 FE High Quality Protection Glass,"KSh 2,269","KSh 5,672",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bone Conduction Ear Clip Headphone Noise Reduction Earplugs,KSh 990,"KSh 1,725",43%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2.09 Smart Watch Full Touch Screen-Sports Belt,"KSh 1,799","KSh 2,570",30%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Nokia G21 / G11 Case, Marble Pattern Hybrid Hard Back Soft TPU Bumper Protective Case Cover For Nokia G21 / G11",KSh 955,"KSh 2,388",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Samsung Galaxy M32 4G 3 In 1 Hard PC Case -Black,KSh 438,"KSh 1,094",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A23 4G Case, Thin Slim Folio Flip Leather Magnetic Closure Case Cover For Samsung Galaxy A23 4G","KSh 1,230","KSh 3,076",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Huawei Mate 8 Charging Port Board,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Vision Plus Quick Charger With Micro USB Included - Black,KSh 748,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
XIAOMI CamShield PC Case For Xiaomi Mi 11 Ultra,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"C Idea 9 Inches Android 12 Tablets WiFi 256GB ,1280 * 800,8000mAh Battery Tablet Red","KSh 10,000","KSh 19,999",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"2Pcs Anti-lost Anti-slip Soft Earcaps Earphone-Red,",KSh 80,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Xiaomi Redmi Note 11 6D Electroplating Full Coverage Silicone Phone Protective Case With Magnetic Ring Holder(Black),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ample 20W USB Charger + Type C to Type C Cable - White,"KSh 1,899",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Smart Watch Bluetooth Calling 1.39inch HD,"KSh 4,199","KSh 4,990",16%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Curved Composite Material Soft Film For Xiaomi Mibro Lite..,KSh 600,"KSh 1,499",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Samsung Galaxy S22 Ultra 2pcs 3D Full Tempered Glass Film,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Oraimo OSW-18 Smart Watch Lite - 1.69"" TFT ? Black,","KSh 3,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ample 20W USB Charger + USB-A to Mirco - White,"KSh 1,649",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Charging Port Board for ASUS Zenfone Max Plus (M1) ZB570TL,KSh 40,KSh 99,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Smart Watch Android GT08 Wearable Devices A1 For IOS Apple Watch IPhone 6 6s 7 Bluetooth Smartwatch SIM Card Russian T50,"KSh 20,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Side-window Case Cover For Xiaomi Mi 10T/10TPRO-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
M100 Wireless Bluetooth Earphones LED Color Display Sports Earbuds,KSh 955,"KSh 1,850",48%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Apple IPhone 12 Pro Max 6.7""  5G 6GB+128GB IOS 14 Graphite 99%New","KSh 69,999","KSh 111,198",37%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TOUMI M41 TWS Bluetooth Earphones 5.3-silvery,KSh 799,"KSh 1,199",33%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A14 5G Case, Crystal Transparent Hard PC Bumper Case With Detachable Camera Protection Cover For Samsung Galaxy A14 5G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Samsung Skin Feel PU Case For Samsung Galaxy A32 5G,KSh 799,"KSh 1,998",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Adjustable Selfie Stick Mobile Phone Camera Stand Tripod + Bluetooth Remote Control,"KSh 1,390","KSh 2,500",44%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nilkin Case For Samsung Galaxy M33 5G Super Frosted,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy Note 20 Ultra Case, Slim Silicone Rubber Shockproof Protective Cover With Ring Holder Stand For Samsung Galaxy Note 20 Ultra 5G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Laser Marble Pattern Clear TPU Shockproof Protective Case For IPhone 13 Mini(Pink),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
C Idea 10.1 Inch Android Tablet PC 12 Dual Camera 8GB RAM 512GB Bluetooth Fntastic Blue,"KSh 13,999","KSh 21,000",33%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
XIAOMI Leather Case For Xiaomi Redmi Note 11 Pro,KSh 628,"KSh 1,570",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Amazon Fire HD 8 2018/2017/2016/2015 Leather Case (Purple Red),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Binaural Stereo Low Latency Gaming Calling Music Bluetooth Headset High Quality Gaming Headset,KSh 969,"KSh 1,899",49%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo PowerShield C10 10.5W Wall Charger Kit,KSh 700,"KSh 1,400",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ceramic 2.5D Full Glue Full Cover Ceramics Film For Huawei Y9 (2019) / Honor 8X,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone Movie Video Fill Light Stabilizer Kit With Tripod Mic,"KSh 1,899","KSh 2,999",37%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mickey Square Plated Phone Case for Xiaomi Redmi Note 10 Note 10T Poco M3 Pro 5G Side Printing Pattern TPU Back Cover-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Infinix Note 10 Case Soft Butterfly Phone Back Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone Back Shell Anti-fall Non-yellowing Soft Liquid Silicone Phone Protective Cover For IPhone 7/8/SE/7 Plus/8Plus/X/XS/XR/XS Max/11/11Pro/11 Pro Max/12 Mini/12/12 Pro/12 Pro Max/13 Mini/13/13 Pro/13 Pro Max-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
3 In 1 Case For Samsung Galaxy S10 5G - Black/Red,"KSh 20,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Bontel 3310 - 1,000 MAh Battery 1.77""Display - Black+FREE 16 GB MEM","KSh 20,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Samsung Galaxy Watch4 Classic 42mm Carbon Fiber Sport Silicone Integrated Watchband(Grey),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Universal Mobile Phone Studio, Fill Light, Video Shooting Stand","KSh 1,800","KSh 3,360",46%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy S9 Plus Case, Heavy Duty Hybrid Hard PC Soft TPU Rugged Bumper 3 In 1 Protection Case Cover For Samsung Galaxy S9 Plus","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Moto G Stylus 5G 2021 Case, Hybrid Soft Silicone Hard PC Back Bumper 3 In 1 Rugged Heavy Duty Shockproof Protection Case Cover For Motorola Moto G Stylus 5G 2021","KSh 1,099","KSh 2,748",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Tecno Camon 19 Neo Back Cover Case Simple Smiley Face Square Electroplated Lens Protective Soft TPU Phone Cases-Green,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone Back Cover For HUAWEI Mate 50 Pro Anti-Drop Phone Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cool Anime Naruto Square Electroplating Phone Case for Tecno Camon 19 Neo Soft TPU Lens Protection Back Cover-Green,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Xiaomi Redmi 12C Case Cute Cartoon Smile PU Leather Soft Cover,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
(5IN1 Protector Kit)redmi Note 9 Pro Cristal 10 Pro Film+glass For Xiaomi Redmi Note 9 Pro 11pro 8,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Face ID Electroplated Cover Case for Samsung Galaxy A32 M32 5G Square Frame Soft Silicone Back Cover Casing-Green,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Shockproof Armor Case for Honor 20 20S Huawei Nova 5T Clear Phone Case Little Monster Matte Hard PC Soft Cover-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"IPhone 6s Plus Case, 3 In 1 Combination Hard Case Coated Anti-Fingerprint Non Slip Matte Surface Electroplate Frame Cover For IPhone 6 Plus / 6s Plus","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Samsung Galaxy M32 Case Soft 6D Plating Phone Back Cover,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Back Facing Camera For LG V40 ThinQ V405QA7 V405,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TWS I12TWS Bluetooth 5.3 Headset Sweatproof Sports Touch Earbuds..,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ample 20W USB Charger + Type C to Lightning - White,"KSh 1,799",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Macaron InPods12 Macaron Wireless Bluetooth 5.0 Touch Control Sports Earphones Earbuds-Black..,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
(only Case)Earphone Storage Bag Practical Wear-resistant Durable Silicone- Lavender Grey,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone Cover IPhone X,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Itel A33 Plus Cover + Free MC Gifts,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
P47  Bluetooth Wireless Headphones Mic TF Card FMRadio,KSh 580,"KSh 1,100",47%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
HT UHF+VHF SRH805S SMA Female Antenna for Puxing Quansheng Walkie Talkie,KSh 40,KSh 99,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"U&I Enc Air 02 Earbuds, White","KSh 1,449","KSh 2,789",48%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
For Dell Latitude 3450/3460/3470/3480/3488/3490,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bracket Photography Selfie Stick Recording Handle Stabilizer,"KSh 1,699","KSh 2,599",35%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Google Pixel 6 Pro Case, Slim Crystal Clear Hard Acrylic Shock-absorbing TPU Bumper Case Cover For Google Pixel 6 Pro","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Back Cover For OPPO Reno Z(Black),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Universal Mobile Phone Usb Game Cooler System Cool,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Charging Port Board For HTC Desire 626s,KSh 40,KSh 99,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
D20 Bluetooth-compatible Rechargeable Smart Watch Clock-Pink..,"KSh 1,499",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Heavy Duty Bumper Cover For Oppo Reno 7 Pro 5G,KSh 479,"KSh 1,197",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
U&I Airhost Series I UiPB 3726  Power Bank,"KSh 1,699","KSh 3,336",49%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Freeyond M5,8GB+128GB,6.52"", 50MP,4G Smartphone 5000mAh Dual SIM Android Phone","KSh 13,900","KSh 24,648",44%,4.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
(2Glass)Tempered Glass For Oppo Reno 7 8 Pro Plus 7 Pro 5G 8T Camera Lens Film  Clear Screen Prote,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Freeyond F9,3GB+128GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone","KSh 11,900","KSh 19,990",40%,3.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Casing For Samsung Galaxy A30s A50s Housing Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bluetooth Speaker Protective Case For Bose Soundlink Revolve,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
BlackBerry Keyone Case Leather Phone Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Itel TWS BUDSNEO Noise Cancellation,"KSh 1,100","KSh 1,800",39%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Neon Nova Battery - Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A53 5G Case, Rugged Dual Layer Stand Case With Sliding Camera Cover For Samsung Galaxy A53 5G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
U&I My Beat Smart Watch - Black,"KSh 2,199","KSh 4,142",47%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Phone Case For Tecno Spark 7 Pro,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For OPPO R9 / F1 Plus Front Screen Outer Glass Lens(White),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
DC Power Jack Connector Flex Cable for Dell Inspiron 15 / 5567 / 5565 & 17 / 5765,KSh 125,"KSh 2,000",94%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
3D Fashion For Samsung A53 5G case Silicon Back Cover Phone Cover Shell Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2.09 Smartwatch Full Touch Screen-HealthCheckwhite,"KSh 1,770","KSh 2,570",31%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Magnetic Back Cover For IPhone 13 Pro Max,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Mini Flexible Sponge Octopus Tripod for Iphone Xiaomi Huawei Smartphone Tripod for Gopro Camera Accessory with Phone Clip,Blue","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Front Screen Outer Glass Lens For OPPO R11 Plus (White),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo PD1 Touch Control Semi Embedded Bluetooth Headset,KSh 769,"KSh 1,299",41%,1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy S20 FE Case, Marble Pattern Hybrid Hard Back Soft TPU Bumper Case Cover With Ring Holder Stand For Samsung Galaxy S20 FE","KSh 1,003","KSh 2,508",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
CaseMe 013 Horizontal Flip Leather Case For Xiaomi Redmi Note 10 5G(Wine Red),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Samsung Galaxy Tab A 10.1 2016 Leather Case (Grey),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"2 In 1 USB 3.0 To Ttype-C 1:2 Adapter, Cable, For Mobile Phone And Tablet-Black","KSh 1,280","KSh 2,033",37%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
New C-type Camera Stable Fill Light Live Shooting Bracket,"KSh 2,100","KSh 4,100",49%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Vision Plus Wireless Power Bank 20000mah (Fast+ Technology) Black,"KSh 3,180","KSh 4,000",21%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Power Button Flex Cable For Sony Xperia X Performance,KSh 112,"KSh 2,000",94%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Side-window Case Cover For Xiaomi Mi 11T/11TPRO-Black,KSh 520,"KSh 1,299",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Xiaomi Redmi Note 12 Pro Lens Cover,KSh 356,KSh 890,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Heavy Duty Bumper Cover For Oppo Reno 7 Pro 5G,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TFT LCD Screen For Motorola Moto G Stylus 5G With Digitizer,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
U&I Divine Series 1 True Wireless Stereo Earbuds - Black/Red,"KSh 1,600","KSh 3,063",48%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Vision Plus Fast Charger With Micro USB - Black,"KSh 1,360",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
